mes,account_id,entradas_total,saidas_total,balanco
1.0,601200989263904256,7529.1,5811.79,1717.31
2.0,601200989263904256,10875.52,4650.83,6224.69
3.0,601200989263904256,6971.19,10324.42,-3353.23
4.0,601200989263904256,14991.07,7311.8,7679.27
5.0,601200989263904256,11206.61,4911.04,6295.57
6.0,601200989263904256,3917.34,8824.88,-4907.54
7.0,601200989263904256,4434.05,8975.07,-4541.02
8.0,601200989263904256,9282.99,8454.4,828.59
9.0,601200989263904256,18445.57,5679.31,12766.26
10.0,601200989263904256,6749.99,12031.74,-5281.75
11.0,601200989263904256,8596.09,22112.79,-13516.7
12.0,601200989263904256,3796.06,12120.2,-8324.14
1.0,601222624846978688,4707.45,0.0,4707.45
2.0,601222624846978688,0.0,1288.25,-1288.25
3.0,601222624846978688,0.0,4638.34,-4638.34
4.0,601222624846978688,592.13,0.0,592.13
5.0,601222624846978688,660.0,713.57,-53.57
6.0,601222624846978688,1516.7,388.47,1128.23
8.0,601222624846978688,586.0,0.0,586.0
9.0,601222624846978688,1701.2,0.0,1701.2
10.0,601222624846978688,1569.57,0.0,1569.57
11.0,601222624846978688,0.0,2464.77,-2464.77
12.0,601222624846978688,719.9,1981.29,-1261.39
1.0,601497201754867072,3053.06,3460.61,-407.55
2.0,601497201754867072,7180.82,6804.3,376.52
3.0,601497201754867072,6413.19,4697.13,1716.06
4.0,601497201754867072,7612.84,4242.14,3370.7
5.0,601497201754867072,8339.01,14035.6,-5696.59
6.0,601497201754867072,6734.15,11894.55,-5160.4
7.0,601497201754867072,7753.55,5869.72,1883.83
8.0,601497201754867072,5426.09,2926.92,2499.17
9.0,601497201754867072,10171.25,14610.65,-4439.4
10.0,601497201754867072,3867.79,4787.8,-920.01
11.0,601497201754867072,7314.03,4207.23,3106.8
12.0,601497201754867072,6341.16,4798.22,1542.94
1.0,604726804905773312,307.29,1955.92,-1648.63
3.0,604726804905773312,1254.28,806.02,448.26
4.0,604726804905773312,0.0,2010.48,-2010.48
5.0,604726804905773312,1405.76,0.0,1405.76
7.0,604726804905773312,661.04,0.0,661.04
9.0,604726804905773312,581.55,0.0,581.55
1.0,604769784219033984,5519.83,8156.82,-2636.99
2.0,604769784219033984,8863.59,17550.83,-8687.24
3.0,604769784219033984,6106.76,13664.65,-7557.89
4.0,604769784219033984,9249.47,4481.1,4768.37
5.0,604769784219033984,5307.59,8463.83,-3156.24
6.0,604769784219033984,2356.04,10600.4,-8244.36
7.0,604769784219033984,6558.89,5234.47,1324.42
8.0,604769784219033984,7575.2,3252.43,4322.77
9.0,604769784219033984,10593.27,7444.99,3148.28
10.0,604769784219033984,6588.92,6027.22,561.7
11.0,604769784219033984,13862.47,5298.35,8564.12
12.0,604769784219033984,14152.65,7384.77,6767.88
1.0,607297649659746048,1860.79,2126.21,-265.42
2.0,607297649659746048,2913.07,9098.78,-6185.71
3.0,607297649659746048,5723.03,9577.24,-3854.21
4.0,607297649659746048,5489.81,11072.74,-5582.93
5.0,607297649659746048,2689.51,1544.37,1145.14
6.0,607297649659746048,6212.36,2123.72,4088.64
7.0,607297649659746048,2982.61,2826.4,156.21
8.0,607297649659746048,873.5,4507.73,-3634.23
9.0,607297649659746048,5128.59,3543.87,1584.72
10.0,607297649659746048,6718.32,4782.6,1935.72
11.0,607297649659746048,3626.45,7672.42,-4045.97
12.0,607297649659746048,4539.61,3615.24,924.37
1.0,608279316822741760,2756.91,9361.62,-6604.71
2.0,608279316822741760,4466.15,3844.32,621.83
3.0,608279316822741760,4044.77,6896.6,-2851.83
4.0,608279316822741760,3428.05,8113.75,-4685.7
5.0,608279316822741760,5725.23,9232.06,-3506.83
6.0,608279316822741760,4199.91,7753.87,-3553.96
7.0,608279316822741760,3091.02,4214.32,-1123.3
8.0,608279316822741760,5985.84,4173.16,1812.68
9.0,608279316822741760,3472.57,7552.92,-4080.35
10.0,608279316822741760,3769.94,6837.44,-3067.5
11.0,608279316822741760,2989.47,6579.06,-3589.59
12.0,608279316822741760,7641.49,2189.29,5452.2
1.0,608399404296218368,3549.38,5329.49,-1780.11
2.0,608399404296218368,3677.2,1658.18,2019.02
3.0,608399404296218368,9031.63,2986.15,6045.48
4.0,608399404296218368,1874.37,6161.24,-4286.87
5.0,608399404296218368,429.19,1934.8,-1505.61
6.0,608399404296218368,2340.44,2350.27,-9.83
7.0,608399404296218368,738.85,3395.77,-2656.92
8.0,608399404296218368,6988.01,1567.71,5420.3
9.0,608399404296218368,2091.05,1814.18,276.87
10.0,608399404296218368,2327.0,1401.11,925.89
11.0,608399404296218368,7012.75,6153.56,859.19
12.0,608399404296218368,2093.64,309.67,1783.97
1.0,608726415812971392,4497.66,8962.09,-4464.43
2.0,608726415812971392,3868.79,2275.86,1592.93
3.0,608726415812971392,3935.04,3295.78,639.26
4.0,608726415812971392,6054.11,10742.62,-4688.51
5.0,608726415812971392,3375.22,2396.17,979.05
6.0,608726415812971392,1837.21,7311.08,-5473.87
7.0,608726415812971392,4067.94,2220.32,1847.62
8.0,608726415812971392,1103.67,5369.69,-4266.02
9.0,608726415812971392,9775.49,3285.6,6489.89
10.0,608726415812971392,6527.42,4891.32,1636.1
11.0,608726415812971392,6709.66,5947.64,762.02
12.0,608726415812971392,5105.2,2464.66,2640.54
1.0,609309379043301120,6678.54,8213.69,-1535.15
2.0,609309379043301120,4846.27,6154.88,-1308.61
3.0,609309379043301120,9389.2,4951.49,4437.71
4.0,609309379043301120,6195.68,2531.13,3664.55
5.0,609309379043301120,3598.08,7318.04,-3719.96
6.0,609309379043301120,8254.42,9637.82,-1383.4
7.0,609309379043301120,4703.47,6226.34,-1522.87
8.0,609309379043301120,4971.77,5676.61,-704.84
9.0,609309379043301120,382.72,4930.18,-4547.46
10.0,609309379043301120,2164.72,9681.25,-7516.53
11.0,609309379043301120,4708.04,5879.91,-1171.87
12.0,609309379043301120,6630.73,4821.0,1809.73
1.0,609502082558713728,5055.52,5745.79,-690.27
2.0,609502082558713728,5053.65,6224.54,-1170.89
3.0,609502082558713728,6194.87,9746.78,-3551.91
4.0,609502082558713728,4670.51,6323.7,-1653.19
5.0,609502082558713728,1726.73,7838.19,-6111.46
6.0,609502082558713728,6778.04,5890.52,887.52
7.0,609502082558713728,8460.61,5882.34,2578.27
8.0,609502082558713728,3150.81,8346.94,-5196.13
9.0,609502082558713728,5528.94,14245.7,-8716.76
10.0,609502082558713728,2105.73,5339.71,-3233.98
11.0,609502082558713728,3949.08,7777.29,-3828.21
12.0,609502082558713728,3886.89,3824.26,62.63
1.0,610923464112581376,6100.23,1061.71,5038.52
2.0,610923464112581376,8121.72,4999.8,3121.92
3.0,610923464112581376,6518.06,5187.86,1330.2
4.0,610923464112581376,9677.19,5989.42,3687.77
5.0,610923464112581376,9367.4,3100.82,6266.58
6.0,610923464112581376,8718.96,7282.93,1436.03
7.0,610923464112581376,6308.58,2661.39,3647.19
8.0,610923464112581376,6306.73,1387.57,4919.16
9.0,610923464112581376,3826.92,4297.22,-470.3
10.0,610923464112581376,6660.74,1230.36,5430.38
11.0,610923464112581376,5861.19,3360.94,2500.25
12.0,610923464112581376,5115.75,4697.66,418.09
1.0,613560614927307648,6716.34,8466.55,-1750.21
2.0,613560614927307648,3217.61,9166.65,-5949.04
3.0,613560614927307648,4637.87,3811.38,826.49
4.0,613560614927307648,3862.61,5327.62,-1465.01
5.0,613560614927307648,11691.63,4089.77,7601.86
6.0,613560614927307648,5185.36,6444.56,-1259.2
7.0,613560614927307648,8072.0,11905.49,-3833.49
8.0,613560614927307648,11680.07,6196.73,5483.34
9.0,613560614927307648,13568.51,3129.36,10439.15
10.0,613560614927307648,11002.35,6291.42,4710.93
11.0,613560614927307648,9526.16,7992.77,1533.39
12.0,613560614927307648,8941.3,13005.9,-4064.6
1.0,613780152411097728,3239.38,1379.63,1859.75
2.0,613780152411097728,1214.67,4141.89,-2927.22
3.0,613780152411097728,2991.03,2761.06,229.97
4.0,613780152411097728,3887.18,2678.47,1208.71
5.0,613780152411097728,1294.82,2829.02,-1534.2
6.0,613780152411097728,8645.76,2992.5,5653.26
7.0,613780152411097728,1751.79,3500.15,-1748.36
8.0,613780152411097728,6496.45,6331.75,164.7
9.0,613780152411097728,2408.17,4585.89,-2177.72
10.0,613780152411097728,3205.42,1292.99,1912.43
11.0,613780152411097728,5185.7,3317.03,1868.67
12.0,613780152411097728,6212.43,0.0,6212.43
1.0,615774123672984320,2867.61,5911.05,-3043.44
2.0,615774123672984320,9108.69,2826.42,6282.27
3.0,615774123672984320,6971.37,7157.15,-185.78
4.0,615774123672984320,13234.77,8019.01,5215.76
5.0,615774123672984320,10660.27,7930.81,2729.46
6.0,615774123672984320,6037.57,5490.44,547.13
7.0,615774123672984320,7757.81,9382.21,-1624.4
8.0,615774123672984320,9074.98,5330.47,3744.51
9.0,615774123672984320,11037.89,5834.94,5202.95
10.0,615774123672984320,10635.66,13291.27,-2655.61
11.0,615774123672984320,6599.08,12774.25,-6175.17
12.0,615774123672984320,4803.98,7975.23,-3171.25
1.0,616432976795651072,9024.78,5454.61,3570.17
2.0,616432976795651072,4825.44,1895.74,2929.7
3.0,616432976795651072,7903.42,8951.67,-1048.25
4.0,616432976795651072,7801.23,9943.47,-2142.24
5.0,616432976795651072,7178.53,9503.9,-2325.37
6.0,616432976795651072,6303.52,7548.16,-1244.64
7.0,616432976795651072,11174.08,6423.29,4750.79
8.0,616432976795651072,7919.33,8282.84,-363.51
9.0,616432976795651072,6026.55,13642.35,-7615.8
10.0,616432976795651072,9078.03,12186.07,-3108.04
11.0,616432976795651072,11273.39,9014.09,2259.3
12.0,616432976795651072,7740.4,8941.77,-1201.37
1.0,616670563775819264,1808.68,1911.3,-102.62
2.0,616670563775819264,2884.82,1732.62,1152.2
3.0,616670563775819264,0.0,83.3,-83.3
4.0,616670563775819264,0.0,1357.85,-1357.85
5.0,616670563775819264,4375.03,710.67,3664.36
6.0,616670563775819264,1038.85,3730.64,-2691.79
7.0,616670563775819264,2080.72,1750.1,330.62
8.0,616670563775819264,2957.26,1332.34,1624.92
9.0,616670563775819264,2081.07,0.0,2081.07
10.0,616670563775819264,2355.08,2227.15,127.93
11.0,616670563775819264,281.18,467.06,-185.88
12.0,616670563775819264,0.0,741.8,-741.8
1.0,617090330164236288,7927.5,7707.41,220.09
2.0,617090330164236288,7369.76,4702.03,2667.73
3.0,617090330164236288,6702.85,5413.48,1289.37
4.0,617090330164236288,7469.94,1338.73,6131.21
5.0,617090330164236288,5310.6,5930.69,-620.09
6.0,617090330164236288,4822.81,6235.8,-1412.99
7.0,617090330164236288,7146.56,6297.81,848.75
8.0,617090330164236288,6943.62,9478.07,-2534.45
9.0,617090330164236288,4521.54,4580.23,-58.69
10.0,617090330164236288,4165.86,5574.66,-1408.8
11.0,617090330164236288,6276.81,4525.79,1751.02
12.0,617090330164236288,12662.59,5884.39,6778.2
1.0,618843437576273152,3160.59,4173.06,-1012.47
2.0,618843437576273152,5586.66,5821.12,-234.46
3.0,618843437576273152,7182.71,4060.26,3122.45
4.0,618843437576273152,3988.47,2921.4,1067.07
5.0,618843437576273152,8559.64,4526.64,4033.0
6.0,618843437576273152,3981.38,3509.08,472.3
7.0,618843437576273152,4084.58,4168.25,-83.67
8.0,618843437576273152,3723.88,3754.42,-30.54
9.0,618843437576273152,6919.04,1627.26,5291.78
10.0,618843437576273152,3957.53,4118.66,-161.13
11.0,618843437576273152,3888.62,4204.91,-316.29
12.0,618843437576273152,5420.66,6556.2,-1135.54
1.0,619059293044547328,3384.44,7292.01,-3907.57
2.0,619059293044547328,10384.21,2040.17,8344.04
3.0,619059293044547328,7251.94,2055.05,5196.89
4.0,619059293044547328,5222.71,5400.25,-177.54
5.0,619059293044547328,6435.85,8850.92,-2415.07
6.0,619059293044547328,3721.81,11886.78,-8164.97
7.0,619059293044547328,2819.52,4438.6,-1619.08
8.0,619059293044547328,6132.62,8297.97,-2165.35
9.0,619059293044547328,5699.38,7137.25,-1437.87
10.0,619059293044547328,4369.1,3083.46,1285.64
11.0,619059293044547328,4032.08,2422.18,1609.9
12.0,619059293044547328,3634.74,4250.69,-615.95
2.0,619676219067468672,0.0,1713.98,-1713.98
3.0,619676219067468672,2898.8,934.99,1963.81
4.0,619676219067468672,1801.05,0.0,1801.05
7.0,619676219067468672,0.0,3165.02,-3165.02
1.0,620056188366471040,0.0,909.09,-909.09
2.0,620056188366471040,2973.18,3108.54,-135.36
3.0,620056188366471040,1505.26,0.0,1505.26
4.0,620056188366471040,0.0,2446.38,-2446.38
5.0,620056188366471040,0.0,3027.28,-3027.28
6.0,620056188366471040,1512.18,780.0,732.18
7.0,620056188366471040,1441.76,1412.48,29.28
8.0,620056188366471040,1388.04,748.19,639.85
9.0,620056188366471040,2677.58,0.0,2677.58
10.0,620056188366471040,4914.97,3483.03,1431.94
11.0,620056188366471040,1982.73,213.5,1769.23
1.0,621220605582400512,2142.75,5238.4,-3095.65
2.0,621220605582400512,1492.78,2489.35,-996.57
3.0,621220605582400512,226.77,1186.0,-959.23
4.0,621220605582400512,2190.49,255.42,1935.07
5.0,621220605582400512,5192.83,838.89,4353.94
6.0,621220605582400512,909.01,1645.79,-736.78
7.0,621220605582400512,1185.94,2056.15,-870.21
8.0,621220605582400512,4785.41,793.57,3991.84
9.0,621220605582400512,3253.68,7471.25,-4217.57
10.0,621220605582400512,3759.13,591.2,3167.93
11.0,621220605582400512,2644.47,4127.07,-1482.6
1.0,621240909647661312,6816.28,7733.42,-917.14
2.0,621240909647661312,0.0,7840.93,-7840.93
3.0,621240909647661312,6147.15,877.07,5270.08
4.0,621240909647661312,5974.37,12714.68,-6740.31
5.0,621240909647661312,10033.23,5414.66,4618.57
6.0,621240909647661312,6012.73,2120.48,3892.25
7.0,621240909647661312,6995.25,4223.55,2771.7
8.0,621240909647661312,6646.24,3385.4,3260.84
9.0,621240909647661312,4250.6,5104.67,-854.07
10.0,621240909647661312,2399.51,7266.71,-4867.2
11.0,621240909647661312,6051.36,3076.92,2974.44
12.0,621240909647661312,6433.73,3353.54,3080.19
1.0,621300226782813952,11247.18,3124.77,8122.41
2.0,621300226782813952,5747.63,1857.49,3890.14
3.0,621300226782813952,2308.55,5494.92,-3186.37
4.0,621300226782813952,7231.65,6973.81,257.84
5.0,621300226782813952,6860.67,6847.82,12.85
6.0,621300226782813952,6250.77,5364.25,886.52
7.0,621300226782813952,3046.96,10656.98,-7610.02
8.0,621300226782813952,7617.89,4618.52,2999.37
9.0,621300226782813952,8298.58,4861.29,3437.29
10.0,621300226782813952,12283.44,9279.17,3004.27
11.0,621300226782813952,2643.7,455.35,2188.35
12.0,621300226782813952,6384.92,5187.51,1197.41
1.0,621691649576356352,7445.8,4227.93,3217.87
2.0,621691649576356352,2839.57,5523.05,-2683.48
3.0,621691649576356352,3017.52,2080.31,937.21
4.0,621691649576356352,6503.76,5754.14,749.62
5.0,621691649576356352,10694.15,2116.63,8577.52
6.0,621691649576356352,5428.45,1986.09,3442.36
7.0,621691649576356352,1904.45,2538.39,-633.94
8.0,621691649576356352,3117.34,1547.51,1569.83
9.0,621691649576356352,2400.0,2015.95,384.05
10.0,621691649576356352,4978.23,6713.21,-1734.98
11.0,621691649576356352,3282.03,2245.89,1036.14
12.0,621691649576356352,2746.29,1959.87,786.42
1.0,621851600382652288,1668.04,2602.64,-934.6
2.0,621851600382652288,1719.18,896.13,823.05
3.0,621851600382652288,6974.51,3414.52,3559.99
4.0,621851600382652288,2403.21,1037.16,1366.05
5.0,621851600382652288,3572.92,7576.64,-4003.72
6.0,621851600382652288,1443.55,1851.87,-408.32
7.0,621851600382652288,2499.1,6048.98,-3549.88
8.0,621851600382652288,3723.46,4426.85,-703.39
9.0,621851600382652288,734.13,4725.95,-3991.82
10.0,621851600382652288,1627.36,1751.07,-123.71
11.0,621851600382652288,6871.29,5195.43,1675.86
12.0,621851600382652288,3594.63,3218.0,376.63
3.0,623863459555141504,486.77,0.0,486.77
1.0,625663890106545920,1070.85,2787.59,-1716.74
3.0,625663890106545920,2616.04,127.62,2488.42
5.0,625663890106545920,486.54,1589.03,-1102.49
6.0,625663890106545920,1005.88,5223.02,-4217.14
7.0,625663890106545920,923.52,1430.1,-506.58
8.0,625663890106545920,876.6,0.0,876.6
9.0,625663890106545920,1281.54,0.0,1281.54
10.0,625663890106545920,0.0,656.48,-656.48
11.0,625663890106545920,1845.0,0.0,1845.0
12.0,625663890106545920,687.25,3513.71,-2826.46
1.0,627296532614839296,2478.66,3407.73,-929.07
2.0,627296532614839296,0.0,1952.17,-1952.17
3.0,627296532614839296,4518.23,1309.73,3208.5
4.0,627296532614839296,2841.26,567.67,2273.59
5.0,627296532614839296,615.03,2581.93,-1966.9
6.0,627296532614839296,2543.44,1639.52,903.92
7.0,627296532614839296,1297.47,1923.95,-626.48
8.0,627296532614839296,0.0,3559.03,-3559.03
9.0,627296532614839296,1665.27,1770.79,-105.52
10.0,627296532614839296,1736.22,3620.93,-1884.71
11.0,627296532614839296,0.0,3120.72,-3120.72
12.0,627296532614839296,1028.29,1249.0,-220.71
1.0,628454641998004224,268.39,0.0,268.39
3.0,628454641998004224,577.69,745.99,-168.3
4.0,628454641998004224,5558.63,1837.87,3720.76
5.0,628454641998004224,849.02,1378.2,-529.18
7.0,628454641998004224,0.0,423.53,-423.53
8.0,628454641998004224,2925.92,840.08,2085.84
9.0,628454641998004224,1463.28,0.0,1463.28
10.0,628454641998004224,0.0,387.23,-387.23
12.0,628454641998004224,3323.65,1779.83,1543.82
1.0,628784948256726784,1273.05,3982.03,-2708.98
2.0,628784948256726784,7321.05,1814.83,5506.22
3.0,628784948256726784,11010.18,2100.13,8910.05
4.0,628784948256726784,2197.38,6787.27,-4589.89
5.0,628784948256726784,4325.05,5090.56,-765.51
6.0,628784948256726784,5989.06,3524.54,2464.52
7.0,628784948256726784,2353.07,5006.75,-2653.68
8.0,628784948256726784,2143.03,9129.73,-6986.7
9.0,628784948256726784,3976.44,2114.44,1862.0
10.0,628784948256726784,4843.53,2312.98,2530.55
11.0,628784948256726784,2366.64,2302.74,63.9
12.0,628784948256726784,3565.47,5946.65,-2381.18
1.0,629065994218916864,10131.73,3639.32,6492.41
2.0,629065994218916864,8419.14,5685.34,2733.8
3.0,629065994218916864,8867.15,8273.2,593.95
4.0,629065994218916864,8272.77,6349.87,1922.9
5.0,629065994218916864,9275.82,11568.51,-2292.69
6.0,629065994218916864,7039.19,6126.86,912.33
7.0,629065994218916864,4692.23,4285.61,406.62
8.0,629065994218916864,4016.69,4328.23,-311.54
9.0,629065994218916864,12629.85,16492.82,-3862.97
10.0,629065994218916864,5701.03,6718.29,-1017.26
11.0,629065994218916864,6853.19,10252.86,-3399.67
12.0,629065994218916864,4043.46,7801.66,-3758.2
1.0,629137516976936064,1994.15,3133.42,-1139.27
2.0,629137516976936064,4240.86,1137.57,3103.29
3.0,629137516976936064,3196.46,4715.35,-1518.89
4.0,629137516976936064,2297.86,7297.16,-4999.3
5.0,629137516976936064,4574.65,8998.04,-4423.39
6.0,629137516976936064,6126.6,13586.76,-7460.16
7.0,629137516976936064,3811.88,8661.19,-4849.31
8.0,629137516976936064,4644.95,4472.47,172.48
9.0,629137516976936064,8006.06,7064.55,941.51
10.0,629137516976936064,7231.19,4132.11,3099.08
11.0,629137516976936064,8425.58,9111.93,-686.35
12.0,629137516976936064,5963.48,3436.55,2526.93
1.0,629919336589008256,16040.72,4584.86,11455.86
2.0,629919336589008256,7922.18,6639.4,1282.78
3.0,629919336589008256,8489.96,9922.05,-1432.09
4.0,629919336589008256,7806.67,9263.4,-1456.73
5.0,629919336589008256,7599.12,6871.91,727.21
6.0,629919336589008256,12483.53,9591.48,2892.05
7.0,629919336589008256,7913.64,11061.47,-3147.83
8.0,629919336589008256,9509.06,8439.03,1070.03
9.0,629919336589008256,18442.96,5697.15,12745.81
10.0,629919336589008256,5236.47,7508.56,-2272.09
11.0,629919336589008256,8786.9,8426.25,360.65
12.0,629919336589008256,2724.12,4864.24,-2140.12
1.0,630007370068535040,8630.5,4408.98,4221.52
2.0,630007370068535040,13088.36,12446.25,642.11
3.0,630007370068535040,14078.39,10320.95,3757.44
4.0,630007370068535040,5977.7,11816.97,-5839.27
5.0,630007370068535040,9080.69,5506.1,3574.59
6.0,630007370068535040,13131.46,7480.94,5650.52
7.0,630007370068535040,13155.23,9157.44,3997.79
8.0,630007370068535040,11332.23,5141.05,6191.18
9.0,630007370068535040,6954.31,5192.53,1761.78
10.0,630007370068535040,8342.93,11060.15,-2717.22
11.0,630007370068535040,5690.43,5843.51,-153.08
12.0,630007370068535040,14903.49,10514.44,4389.05
1.0,630717183733555072,6220.86,1181.9,5038.96
2.0,630717183733555072,6197.27,9295.61,-3098.34
3.0,630717183733555072,5934.1,1385.93,4548.17
4.0,630717183733555072,9304.82,1195.84,8108.98
5.0,630717183733555072,4332.54,9847.76,-5515.22
6.0,630717183733555072,4168.63,4732.84,-564.21
7.0,630717183733555072,5747.07,8538.9,-2791.83
8.0,630717183733555072,7417.43,9399.98,-1982.55
9.0,630717183733555072,11079.45,6813.73,4265.72
10.0,630717183733555072,4740.19,7199.82,-2459.63
11.0,630717183733555072,6525.13,8934.94,-2409.81
12.0,630717183733555072,2457.49,2549.43,-91.94
1.0,631055150042360832,4712.75,11280.58,-6567.83
2.0,631055150042360832,11702.63,15856.38,-4153.75
3.0,631055150042360832,7766.58,9139.93,-1373.35
4.0,631055150042360832,4883.61,5608.18,-724.57
5.0,631055150042360832,6675.28,7828.9,-1153.62
6.0,631055150042360832,6309.93,3925.4,2384.53
7.0,631055150042360832,8273.69,11336.4,-3062.71
8.0,631055150042360832,5093.6,4028.41,1065.19
9.0,631055150042360832,11351.16,7719.33,3631.83
10.0,631055150042360832,13134.34,14060.82,-926.48
11.0,631055150042360832,11168.46,5313.72,5854.74
12.0,631055150042360832,17670.26,6742.62,10927.64
1.0,632885686400359680,7192.96,12655.62,-5462.66
2.0,632885686400359680,8465.46,6587.9,1877.56
3.0,632885686400359680,3701.6,5704.85,-2003.25
4.0,632885686400359680,6561.73,9328.1,-2766.37
5.0,632885686400359680,4408.52,9589.35,-5180.83
6.0,632885686400359680,10730.48,8870.11,1860.37
7.0,632885686400359680,8121.53,8664.45,-542.92
8.0,632885686400359680,13569.09,8388.55,5180.54
9.0,632885686400359680,7658.41,2548.75,5109.66
10.0,632885686400359680,3312.38,5160.12,-1847.74
11.0,632885686400359680,9117.95,6710.97,2406.98
12.0,632885686400359680,9026.38,4284.71,4741.67
1.0,635841251687430656,590.4,338.79,251.61
3.0,635841251687430656,0.0,2990.09,-2990.09
4.0,635841251687430656,348.62,0.0,348.62
5.0,635841251687430656,408.57,0.0,408.57
6.0,635841251687430656,0.0,1543.33,-1543.33
7.0,635841251687430656,0.0,1605.39,-1605.39
8.0,635841251687430656,1779.54,0.0,1779.54
9.0,635841251687430656,1435.48,1716.47,-280.99
10.0,635841251687430656,0.0,1344.56,-1344.56
11.0,635841251687430656,872.22,0.0,872.22
1.0,635977358429491072,5134.38,5908.89,-774.51
2.0,635977358429491072,10055.26,11348.83,-1293.57
3.0,635977358429491072,7306.96,9621.35,-2314.39
4.0,635977358429491072,3186.77,4321.03,-1134.26
5.0,635977358429491072,11424.61,7986.4,3438.21
6.0,635977358429491072,8203.05,9612.53,-1409.48
7.0,635977358429491072,10352.22,10017.24,334.98
8.0,635977358429491072,10630.81,5768.74,4862.07
9.0,635977358429491072,15139.51,9464.04,5675.47
10.0,635977358429491072,7259.52,4578.07,2681.45
11.0,635977358429491072,9490.22,13882.32,-4392.1
12.0,635977358429491072,4590.95,11279.2,-6688.25
1.0,637735776804361728,6660.57,8178.16,-1517.59
2.0,637735776804361728,9019.49,11310.1,-2290.61
3.0,637735776804361728,10762.66,11996.38,-1233.72
4.0,637735776804361728,10887.76,3746.43,7141.33
5.0,637735776804361728,2763.65,6259.49,-3495.84
6.0,637735776804361728,5117.69,12080.98,-6963.29
7.0,637735776804361728,6897.8,7461.62,-563.82
8.0,637735776804361728,8160.89,6837.53,1323.36
9.0,637735776804361728,642.54,11277.34,-10634.8
10.0,637735776804361728,6462.82,1960.29,4502.53
11.0,637735776804361728,3711.34,5603.08,-1891.74
12.0,637735776804361728,1918.62,8808.67,-6890.05
1.0,637989035957502592,373.14,2564.05,-2190.91
4.0,637989035957502592,2491.57,1982.83,508.74
5.0,637989035957502592,1166.58,1833.17,-666.59
6.0,637989035957502592,1542.58,0.0,1542.58
7.0,637989035957502592,728.09,1795.42,-1067.33
8.0,637989035957502592,0.0,4709.72,-4709.72
9.0,637989035957502592,0.0,107.64,-107.64
10.0,637989035957502592,764.2,0.0,764.2
11.0,637989035957502592,1412.33,1206.8,205.53
12.0,637989035957502592,2322.88,2704.99,-382.11
1.0,638724179493692928,2109.47,365.94,1743.53
2.0,638724179493692928,202.38,6911.78,-6709.4
3.0,638724179493692928,1665.41,2866.17,-1200.76
4.0,638724179493692928,6296.05,0.0,6296.05
5.0,638724179493692928,0.0,1228.95,-1228.95
7.0,638724179493692928,54.18,0.0,54.18
8.0,638724179493692928,385.82,3087.16,-2701.34
9.0,638724179493692928,1557.24,2616.93,-1059.69
10.0,638724179493692928,4284.18,519.43,3764.75
11.0,638724179493692928,0.0,2631.63,-2631.63
12.0,638724179493692928,749.82,0.0,749.82
1.0,638810770999674368,0.0,994.76,-994.76
2.0,638810770999674368,1773.47,3531.28,-1757.81
3.0,638810770999674368,4194.56,1435.67,2758.89
4.0,638810770999674368,1221.37,1176.66,44.71
5.0,638810770999674368,4215.39,0.0,4215.39
6.0,638810770999674368,5191.63,154.59,5037.04
8.0,638810770999674368,1967.63,729.66,1237.97
9.0,638810770999674368,1319.01,0.0,1319.01
10.0,638810770999674368,1375.35,0.0,1375.35
11.0,638810770999674368,1176.4,0.0,1176.4
12.0,638810770999674368,0.0,2273.06,-2273.06
1.0,639049093491520640,1933.2,8821.41,-6888.21
2.0,639049093491520640,5424.52,8547.57,-3123.05
3.0,639049093491520640,4605.77,11118.72,-6512.95
4.0,639049093491520640,10421.05,2795.55,7625.5
5.0,639049093491520640,1701.16,1417.79,283.37
6.0,639049093491520640,8987.26,8178.74,808.52
7.0,639049093491520640,2590.61,1894.65,695.96
8.0,639049093491520640,3606.47,6977.62,-3371.15
9.0,639049093491520640,9486.05,8031.96,1454.09
10.0,639049093491520640,5406.36,4561.24,845.12
11.0,639049093491520640,9891.51,8023.91,1867.6
12.0,639049093491520640,3331.62,525.99,2805.63
1.0,639052608205363968,2190.02,4354.77,-2164.75
2.0,639052608205363968,3220.02,2518.77,701.25
3.0,639052608205363968,233.08,2466.93,-2233.85
4.0,639052608205363968,903.09,396.67,506.42
5.0,639052608205363968,391.3,2170.83,-1779.53
6.0,639052608205363968,1985.17,0.0,1985.17
7.0,639052608205363968,1933.4,0.0,1933.4
8.0,639052608205363968,3140.44,2986.38,154.06
9.0,639052608205363968,8401.94,3057.92,5344.02
10.0,639052608205363968,5789.78,2099.46,3690.32
11.0,639052608205363968,1919.02,2007.79,-88.77
12.0,639052608205363968,610.67,1478.1,-867.43
1.0,639911479009065728,2975.7,4129.03,-1153.33
2.0,639911479009065728,7040.68,530.41,6510.27
3.0,639911479009065728,3672.26,2694.85,977.41
4.0,639911479009065728,269.31,582.27,-312.96
5.0,639911479009065728,4703.91,1465.61,3238.3
6.0,639911479009065728,4535.5,3232.23,1303.27
7.0,639911479009065728,3435.48,1827.27,1608.21
8.0,639911479009065728,1716.49,2551.5,-835.01
9.0,639911479009065728,7886.83,3649.92,4236.91
10.0,639911479009065728,1149.66,3623.2,-2473.54
11.0,639911479009065728,3846.66,5895.32,-2048.66
12.0,639911479009065728,8724.19,5833.02,2891.17
1.0,641736724986978432,3910.06,13803.37,-9893.31
